X1	Chr	Position	logR
CN_794342	19	53413168	0.049
CN_794343	19	53413756	-1.7252
CN_794344	19	53415598	-0.2187
CN_794345	19	53417252	0.6077
SNP_A-1871742	19	53417738	-0.8455
CN_794346	19	53417919	0.0614
CN_794347	19	53420679	-0.5575
CN_794348	19	53422009	-0.5742
CN_794349	19	53422400	0.2249
CN_794350	19	53425511	-0.5236
SNP_A-8649930	19	53426511	-0.2314
CN_170103	19	53427064	-0.0854
CN_794351	19	53435080	-0.4305
CN_794352	19	53435276	-1.9159
CN_794353	19	53435735	0.5378
SNP_A-8527073	19	53438694	-0.4829
CN_794354	19	53439818	0.017
SNP_A-4231284	19	53439900	-0.746
SNP_A-8398627	19	53439961	-0.971
CN_794355	19	53444288	0.4764
CN_794356	19	53444305	0.2051
SNP_A-8426038	19	53444565	-0.2016
CN_796402	19	53444723	-0.7112
CN_796403	19	53445351	0.1683
SNP_A-8657760	19	53449015	-1.398
SNP_A-2096877	19	53450618	-0.4456
SNP_A-2006041	19	53454872	-0.2016
CN_796404	19	53455258	0.9071
CN_796405	19	53455532	0.6399
SNP_A-8587556	19	53456089	-0.1365
SNP_A-8680656	19	53456314	-0.2891
CN_796406	19	53456618	-0.0444
CN_796407	19	53457107	-0.2373
SNP_A-2006043	19	53457271	-0.398
SNP_A-8679274	19	53459577	0.2354
CN_796408	19	53459743	0.0614
CN_796409	19	53461150	-0.4564
CN_796410	19	53461165	-0.2154
CN_796411	19	53461278	-0.4049
SNP_A-2222456	19	53465129	0.6399
CN_796412	19	53465248	-0.1558
SNP_A-1910764	19	53466236	-0.224
CN_796413	19	53469395	-0.0261
SNP_A-8312087	19	53469452	-0.0183
SNP_A-8632716	19	53469918	0.5436
SNP_A-8473707	19	53471005	0.0614
SNP_A-8712744	19	53471983	0.3452
CN_796414	19	53472512	-1.8811
CN_796415	19	53473003	0.5639
SNP_A-8391206	19	53474757	-1.4564
SNP_A-8444971	19	53474896	-0.8646
SNP_A-8316240	19	53475437	-0.6858
CN_796416	19	53476700	-1.4711
CN_796417	19	53477119	0.0403
CN_796418	19	53477177	-0.7215
CN_796419	19	53477408	0
CN_796420	19	53480872	-0.3309
CN_796421	19	53480956	-0.8455
CN_796422	19	53480968	-0.4888
SNP_A-8460414	19	53484391	0.1354
CN_796423	19	53486103	0.007
SNP_A-8366390	19	53486474	-1.1085
CN_796424	19	53487018	-0.746
CN_796425	19	53489308	0.0931
SNP_A-4207774	19	53490097	0.0258
SNP_A-8693155	19	53490734	-0.3716
CN_796426	19	53490831	-0.668
CN_796427	19	53490986	-0.161
SNP_A-2070905	19	53491548	0.4764
CN_796428	19	53491669	-0.5236
SNP_A-1953801	19	53493041	-0.1825
CN_796431	19	53498410	-0.3121
CN_796429	19	53498648	-0.306
CN_796430	19	53498667	-0.4305
CN_796432	19	53499173	0.2249
CN_796433	19	53499270	0.4764
SNP_A-8593059	19	53501148	-0.4829
SNP_A-4288960	19	53501685	-0.1336
SNP_A-8412917	19	53503054	-0.272
SNP_A-4256734	19	53508130	-0.2605
SNP_A-1899185	19	53508635	-0.1825
CN_796434	19	53510556	-0.4361
CN_796435	19	53510801	0.2451
CN_796436	19	53511806	0.4005
SNP_A-2282349	19	53511924	-0.0326
CN_796437	19	53513852	-0.0326
SNP_A-8613687	19	53514004	-0.1276
SNP_A-1861512	19	53519155	-0.611
SNP_A-8654712	19	53519945	0.1645
SNP_A-2006044	19	53520425	-0.993
CN_796438	19	53520489	-0.2605
SNP_A-8631081	19	53520763	-0.0892
SNP_A-8595177	19	53520824	-0.4411
SNP_A-8334379	19	53520862	0.254
CN_796439	19	53521268	-2.2605
CN_796440	19	53521981	-0.9498
SNP_A-2045115	19	53522664	0.142
CN_796441	19	53527275	-0.2605
SNP_A-1924220	19	53527704	0.0779
SNP_A-8511858	19	53527789	-0.1085
SNP_A-2227152	19	53528246	0.1354
CN_796442	19	53528518	-0.2479
SNP_A-8596967	19	53529474	-0.009
CN_796443	19	53529475	-0.083
SNP_A-8371986	19	53530432	-0.2016
CN_796444	19	53534209	-0.8455
CN_170148	19	53534635	-0.6528
CN_796445	19	53534886	-0.2605
CN_796446	19	53536562	-0.1825
SNP_A-2251292	19	53537158	-0.684
SNP_A-8392857	19	53537278	-0.2756
CN_170150	19	53539501	-0.8646
SNP_A-8436987	19	53539814	-0.1085
CN_796447	19	53539891	0.0383
SNP_A-1899840	19	53540009	0.4358
SNP_A-2297206	19	53540134	-0.0288
SNP_A-2067288	19	53540217	-0.1865
SNP_A-1944644	19	53540815	0.102
CN_796448	19	53540983	-0.3792
CN_796449	19	53541471	-0.009
SNP_A-8655752	19	53541711	-0.9257
SNP_A-8350055	19	53545177	0.5967
SNP_A-2178376	19	53545587	-0.224
SNP_A-2301077	19	53545697	-0.1825
SNP_A-2291847	19	53546050	-1.2016
CN_796450	19	53547610	0.2034
CN_796451	19	53547798	-0.0875
CN_796452	19	53549996	0.2051
SNP_A-4283491	19	53551321	-0.4049
SNP_A-4261533	19	53551532	-0.4496
CN_796453	19	53551606	0.254
CN_796454	19	53552181	-0.3815
CN_796456	19	53553817	0.0614
SNP_A-8655708	19	53553902	0.394
SNP_A-8605668	19	53557514	-0.009
CN_170154	19	53558036	-0.0596
CN_796457	19	53558641	-0.1402
CN_796458	19	53563393	0.254
SNP_A-1793649	19	53563726	1.1285
CN_796459	19	53563791	0.602
CN_796460	19	53564581	0.5727
CN_796461	19	53565826	-0.3219
CN_796462	19	53568325	-1.639
CN_796463	19	53570341	0.0239
CN_796464	19	53571401	0.1139
SNP_A-4194811	19	53571493	-0.0541
CN_796465	19	53571766	-0.487
SNP_A-8508735	19	53571822	-0.487
SNP_A-1866912	19	53572063	-0.2016
SNP_A-8485380	19	53576539	-0.2605
CN_796466	19	53579264	0.6464
CN_796467	19	53580005	-0.0918
SNP_A-8298495	19	53581723	-0.4747
SNP_A-2187238	19	53586698	-0.5236
CN_796470	19	53588854	-0.1451
CN_796471	19	53589337	0.2838
SNP_A-4234480	19	53589368	-0.0305
CN_796472	19	53597044	-0.08
SNP_A-8623416	19	53598477	-0.6756
CN_796473	19	53601925	0.0931
SNP_A-8403112	19	53602048	-0.343
SNP_A-1801213	19	53603640	-0.8455
SNP_A-2044633	19	53603706	-0.2605
CN_796474	19	53604166	-0.606
CN_796475	19	53604313	-0.8455
SNP_A-8580524	19	53604432	-0.4747
SNP_A-1803975	19	53606217	-0.1085
CN_796476	19	53606235	-0.1674
CN_796477	19	53616308	-0.7112
SNP_A-8633875	19	53616820	0.2838
CN_796478	19	53616834	-0.009
CN_796479	19	53616895	-0.4411
SNP_A-1895734	19	53618421	-2.1865
CN_796480	19	53619935	-0.7646
SNP_A-1780885	19	53620007	-1.161
SNP_A-2252525	19	53620074	-0.4081
CN_796481	19	53620897	-0.4263
SNP_A-8547052	19	53621496	-0.1085
CN_796482	19	53622148	-0.3309
SNP_A-1785790	19	53622685	0.1139
SNP_A-2078672	19	53628384	0.2451
CN_796485	19	53628480	0.0239
CN_796486	19	53628966	-0.9524
CN_796487	19	53629607	-2.0679
CN_796488	19	53637042	-1.2962
CN_796489	19	53638660	-0.2435
CN_796490	19	53639564	-0.5709
SNP_A-2200469	19	53639597	-0.4305
CN_796491	19	53640157	-0.6231
SNP_A-8684432	19	53640874	-1.009
SNP_A-8530261	19	53642699	-0.224
CN_796493	19	53643529	-0.0211
SNP_A-8437462	19	53644016	0.0108
CN_796494	19	53644272	0.1545
SNP_A-8531678	19	53644791	-1.2116
CN_796495	19	53645667	-0.8455
SNP_A-8682982	19	53646315	-0.5236
CN_796496	19	53652598	0.0822
CN_796497	19	53653190	-0.6935
CN_796498	19	53654327	-0.3815
CN_796499	19	53656118	-0.8928
CN_796500	19	53657915	-0.611
SNP_A-8428322	19	53658077	-0.668
SNP_A-1868397	19	53662342	0.7495
CN_796501	19	53665022	-0.2341
CN_796502	19	53670458	0.1285
CN_796503	19	53672197	0.254
CN_796504	19	53678804	-0.746
CN_796505	19	53679766	0.5919
CN_796506	19	53680176	-0.398
CN_796507	19	53684589	0.0894
CN_796508	19	53684998	-0.7937
SNP_A-8334380	19	53685201	-1.0596
CN_796509	19	53685578	-0.3815
CN_796510	19	53688364	-0.398
CN_796511	19	53692843	-0.467
SNP_A-8592158	19	53692963	-0.2605
CN_796512	19	53693657	-0.4166
SNP_A-8347666	19	53694379	-0.1934
SNP_A-1876632	19	53694507	0.2623
SNP_A-8330552	19	53695305	-0.4361
CN_796513	19	53695780	0.1228
SNP_A-8358952	19	53695976	-1.1558
CN_796514	19	53696211	-1.7252
CN_796515	19	53698471	-0.083
CN_796516	19	53700004	0.5195
CN_796517	19	53700901	0.424
CN_796518	19	53706065	0.0931
SNP_A-8334381	19	53706346	0.3389
CN_796519	19	53707578	-2.1085
SNP_A-8356658	19	53708649	-0.2736
CN_796520	19	53710025	0.29
CN_796521	19	53711037	0.8301
CN_170183	19	53714799	-1.4217
SNP_A-8360919	19	53716585	0.0979
CN_796522	19	53718009	0.007
SNP_A-8459898	19	53719245	-0.2435
SNP_A-8315041	19	53719570	-0.3576
CN_796523	19	53719929	-0.758
CN_796525	19	53722236	-0.606
CN_796526	19	53722759	-0.3716
SNP_A-1809074	19	53724032	-0.1336
CN_796527	19	53725700	-0.1085
CN_796528	19	53726141	-3.0471
CN_796530	19	53728401	-0.6332
CN_796531	19	53730500	-0.246
SNP_A-4195788	19	53731099	-0.4622
CN_796532	19	53731114	-0.819
SNP_A-8695206	19	53731117	-0.6935
CN_796533	19	53731416	-0.5825
SNP_A-2055766	19	53731903	-0.4805
CN_796534	19	53734097	-0.4111
SNP_A-1961722	19	53735011	-0.3716
SNP_A-8389137	19	53735621	-0.7646
CN_796535	19	53735932	-1.009
CN_796536	19	53736623	0.4764
CN_796537	19	53736973	0.1354
CN_796538	19	53739027	-0.4111
CN_796539	19	53740236	-0.3631
CN_796540	19	53743107	-0.1085
CN_798595	19	53743531	-0.5236
CN_798596	19	53747105	0.0614
CN_798597	19	53747710	0.0614
CN_798598	19	53748374	-0.4305
SNP_A-2278213	19	53748783	-0.0326
CN_798599	19	53750857	-0.5654
CN_798600	19	53751285	-0.6279
CN_798601	19	53753691	0.0359
SNP_A-8334383	19	53753705	0.1963
SNP_A-4268935	19	53753720	0.1963
SNP_A-2205568	19	53753860	0.6757
CN_798602	19	53756733	-0.1825
CN_798603	19	53757453	-0.1085
CN_798604	19	53758250	-0.224
SNP_A-1855091	19	53759850	0.292
CN_798605	19	53760909	-0.2941
CN_798606	19	53761862	-0.5236
SNP_A-8334384	19	53762024	-0.3121
CN_798607	19	53763502	-0.5709
SNP_A-2302737	19	53763518	-0.746
SNP_A-8378492	19	53764022	0.5353
CN_798608	19	53764620	0.0614
CN_798609	19	53764821	0.1285
SNP_A-8365825	19	53764887	0.254
SNP_A-8390327	19	53765126	-0.1262
SNP_A-8456899	19	53773468	-0.2941
SNP_A-8328451	19	53774084	0.1869
SNP_A-8303049	19	53775713	-0.8646
SNP_A-8431947	19	53775808	-0.2298
SNP_A-8711743	19	53775854	-0.2016
CN_798612	19	53777669	-1.0596
CN_798613	19	53781647	-0.2756
CN_798614	19	53784549	-0.1365
CN_798615	19	53785188	-1.3078
SNP_A-8537739	19	53785247	-0.2298
CN_798616	19	53788885	-0.8811
CN_798617	19	53792802	-0.0641
CN_798618	19	53792951	-0.1085
CN_798619	19	53793092	-0.5592
SNP_A-8622668	19	53793448	-1.0326
SNP_A-4285045	19	53795721	-1.3495
SNP_A-2298980	19	53795760	-1.1756
CN_798620	19	53797427	-0.2116
CN_798621	19	53797703	-0.1865
CN_798622	19	53798315	-1.1085
CN_798623	19	53802293	-0.5236
CN_798624	19	53802948	-0.9641
SNP_A-8659230	19	53803564	-0.1756
SNP_A-8407095	19	53807707	-1.3309
CN_798625	19	53810379	-0.0183
CN_798627	19	53810855	0.2285
CN_798628	19	53811256	0.2771
CN_798629	19	53815067	-1.3078
CN_798630	19	53818748	0
CN_798631	19	53818771	0.2134
CN_798632	19	53831125	0.2227
CN_798633	19	53834788	0
CN_798634	19	53835078	-0.4049
CN_798635	19	53836093	0.2959
CN_798636	19	53838324	-0.2095
CN_798637	19	53839317	0.5289
CN_798638	19	53841580	0.5378
SNP_A-1785724	19	53847513	0.3296
CN_798639	19	53847931	-0.5592
SNP_A-2249220	19	53849342	-0.2095
CN_798641	19	53853169	-1.161
CN_798642	19	53855854	-0.424
CN_798643	19	53857798	0.4764
CN_798644	19	53858137	0.1545
CN_798645	19	53861409	-0.3716
CN_798646	19	53862141	-0.1516
CN_798647	19	53862901	-0.2298
CN_798649	19	53864916	-0.86240000000000006
SNP_A-2113255	19	53871273	-0.6704
CN_798650	19	53872572	-0.7866
CN_798651	19	53875419	0.0359
SNP_A-8714741	19	53877979	-0.3121
CN_170212	19	53885091	-0.424
CN_798652	19	53885122	-0.8455
CN_798653	19	53887334	-1.398
CN_798654	19	53887867	-1.2605
SNP_A-8596766	19	53888428	0.3984
SNP_A-8556976	19	53894400	-0.6611
CN_798655	19	53895003	-0.009
CN_798656	19	53901012	0.0979
CN_798657	19	53901209	0.3244
SNP_A-1934646	19	53901222	0.332
CN_798658	19	53901924	-1.2605
CN_170215	19	53913742	-1.639
SNP_A-2258994	19	53917705	0.1545
CN_798660	19	53917832	0.0108
SNP_A-8426537	19	53917937	0
SNP_A-8479424	19	53918182	0.1072
CN_798661	19	53918350	-0.2605
SNP_A-2143093	19	53918597	-0.8455
SNP_A-8553199	19	53925944	-0.5825
SNP_A-8302924	19	53926196	-0.568
CN_798663	19	53926259	-0.6305
CN_798664	19	53926888	-0.0596
CN_798665	19	53927274	0.1661
SNP_A-8452921	19	53927968	-0.4081
CN_798666	19	53931138	0.4346
CN_798667	19	53937328	-0.2435
CN_798669	19	53946019	0.2134
SNP_A-2301789	19	53946402	-0.3121
CN_798670	19	53949343	-0.2605
CN_798671	19	53952015	-0.3631
SNP_A-8475089	19	53956630	0.2285
CN_798673	19	53956839	0.2354
CN_798674	19	53957315	-0.3407
CN_798675	19	53957503	-0.6935
CN_798676	19	53960858	-0.4778
CN_798677	19	53961386	-0.2605
CN_798679	19	53967099	0.9834
CN_798680	19	53967481	-0.2756
CN_798681	19	53971367	-0.8646
CN_798682	19	53971464	-0.6548
SNP_A-8530283	19	53986233	-0.0183
CN_798685	19	53993924	-0.5877
SNP_A-8334385	19	53994447	-0.0641
SNP_A-8482904	19	53995322	-0.6611
CN_798686	19	53996173	-0.5709
SNP_A-8367457	19	54003107	-0.4033
CN_798688	19	54003128	-0.272
CN_170232	19	54003737	-0.2756
SNP_A-2069133	19	54007463	0.0258
CN_798689	19	54007771	-0.746
SNP_A-8472461	19	54015056	-0.0541
CN_170233	19	54017275	-0.733
SNP_A-8706316	19	54017384	-0.3309
SNP_A-8376194	19	54021771	-0.0444
CN_798690	19	54021784	-0.1312
CN_798691	19	54022266	-0.0381
SNP_A-2208284	19	54022502	-0.0854
CN_798693	19	54023351	-0.3407
SNP_A-2280355	19	54023427	-0.4829
SNP_A-2171621	19	54023454	-0.4851
CN_798694	19	54030066	-0.1516
CN_798695	19	54032889	-1.1481
CN_798696	19	54033350	-2.1558
SNP_A-8593476	19	54033825	0.4764
CN_798697	19	54046913	0.3065
CN_798698	19	54063687	0.7078
CN_798699	19	54063705	0.3509
CN_798700	19	54063725	-0.2784
CN_798701	19	54063743	-0.4747
CN_798702	19	54063776	-0.2756
SNP_A-2069609	19	54063999	-0.5709
CN_798703	19	54064040	0.0931
CN_798704	19	54064369	-0.3631
CN_798705	19	54064440	-0.2116
CN_798707	19	54066169	-0.5236
CN_798708	19	54066194	-0.3309
CN_798709	19	54066235	0.0359
CN_798710	19	54066250	0.0403
CN_798706	19	54066264	-0.08
SNP_A-8693037	19	54068977	0.2748
CN_798711	19	54069967	-0.8261
CN_798712	19	54069998	-0.306
CN_798713	19	54070030	0.3296
CN_798714	19	54070111	0.5271
CN_798715	19	54070567	-0.9106
CN_798716	19	54070581	-1.0261
CN_798717	19	54070591	-0.6704
CN_798718	19	54070748	-0.2187
CN_798719	19	54073060	0.1228
CN_798720	19	54073239	-0.191
CN_798721	19	54073929	-0.6611
CN_798723	19	54081575	-0.2605
CN_798724	19	54081592	-0.606
CN_798722	19	54081626	-0.7866
SNP_A-8568096	19	54087566	-0.9386
CN_798725	19	54087875	-0.4622
CN_798726	19	54088052	0.1545
CN_170250	19	54090464	-0.2298
CN_798727	19	54090474	-0.2016
CN_798728	19	54090814	-0.4361
CN_798731	19	54090902	-0.606
CN_798732	19	54090917	-0.611
CN_800779	19	54090930	-0.343
CN_800780	19	54090942	-0.4166
CN_798729	19	54091019	-1.1558
CN_798730	19	54091072	-0.993
CN_800782	19	54097801	-0.8455
CN_800781	19	54097903	-0.6231
CN_800783	19	54099351	-1.8455
SNP_A-2215857	19	54100903	-1.8811
SNP_A-8547152	19	54101539	-0.1276
CN_800784	19	54107404	-0.3309
CN_800785	19	54107825	-0.1756
CN_800786	19	54111156	0.3561
SNP_A-2105393	19	54111207	-0.5654
SNP_A-8696733	19	54112306	-0.7773
CN_800787	19	54120554	-0.4361
CN_800789	19	54122546	-0.809
CN_800790	19	54123529	-0.487
SNP_A-2096431	19	54125565	-0.8231
SNP_A-8553888	19	54126833	-0.1336
SNP_A-2262830	19	54127382	-0.1085
CN_800791	19	54145724	-0.343
SNP_A-8636874	19	54151532	0.8135
CN_800793	19	54152561	0.3389
CN_800794	19	54152672	-0.8455
SNP_A-8350025	19	54154140	-0.568
SNP_A-1783210	19	54154264	0.4764
CN_800795	19	54155119	-0.9641
CN_800797	19	54159784	-0.7799
SNP_A-8633373	19	54161015	-0.5654
CN_800799	19	54166454	-0.8231
CN_800800	19	54166546	-1.1085
CN_800801	19	54177068	-0.1756
CN_800802	19	54177886	-1.398
CN_800803	19	54178560	0.0779
CN_800804	19	54178794	-0.5742
SNP_A-2040842	19	54179150	-0.7162
SNP_A-1806381	19	54179258	-0.3309
SNP_A-1884695	19	54182441	0.3984
CN_800805	19	54182540	-0.3171
CN_800806	19	54183205	-0.3815
SNP_A-8534996	19	54193859	-0.5236
CN_800807	19	54194014	0.8301
CN_800808	19	54194272	0.602
CN_800809	19	54195048	-0.2605
SNP_A-8464226	19	54195523	-0.8131
CN_800810	19	54197250	0.0894
SNP_A-8471774	19	54201339	-0.746
SNP_A-8514625	19	54201751	0.5271
SNP_A-4224155	19	54202554	0.0759
CN_800811	19	54202654	0.4764
CN_800812	19	54202685	0.5795
SNP_A-8645845	19	54203408	-0.3495
SNP_A-1854684	19	54203996	0.361
CN_800813	19	54204071	0.292
SNP_A-2260198	19	54204778	-0.0596
SNP_A-8360097	19	54204797	-0.3012
CN_800815	19	54205388	0.1072
SNP_A-8401413	19	54206805	-0.0305
SNP_A-8522083	19	54207164	0.017
CN_800816	19	54207641	-0.2605
CN_800817	19	54207881	-0.246
SNP_A-2254444	19	54208113	0.0759
CN_800818	19	54212971	-0.3078
CN_800819	19	54213181	-1.1516
SNP_A-8599969	19	54213432	-1.0679
CN_800820	19	54214101	-0.467
CN_800821	19	54214221	-0.343
CN_800822	19	54214239	-0.5742
CN_800823	19	54215069	-1.1674
CN_800824	19	54215083	-1.3012
CN_800825	19	54215099	-0.6611
CN_800826	19	54215136	-0.594
SNP_A-8466758	19	54218406	-1.1451
SNP_A-4206825	19	54226329	-0.2418
CN_800827	19	54226360	-0.3601
CN_800828	19	54226378	-0.2314
CN_800829	19	54226396	-0.0338
CN_800830	19	54226449	-0.161
CN_800831	19	54226575	-0.1807
CN_800833	19	54228112	-0.1402
CN_800832	19	54228224	-0.0231
CN_800834	19	54232188	0.1827
CN_800835	19	54232262	-0.3923
CN_800840	19	54236859	-0.8231
CN_800836	19	54237002	-0.7351
CN_800837	19	54237059	-0.5521
CN_800838	19	54237121	-1.0261
CN_800839	19	54237136	-1.1336
CN_800843	19	54237265	-0.4062
CN_800841	19	54237429	0.042
CN_800842	19	54237443	-0.0939
CN_800844	19	54249482	-0.4411
CN_800845	19	54249619	0.316
CN_170278	19	54249657	-0.009
SNP_A-2215763	19	54249685	0.0403
CN_800846	19	54249734	0.1394
SNP_A-4286062	19	54250521	0.3695
SNP_A-8604196	19	54257872	-0.3309
SNP_A-8426620	19	54265466	-0.5631
SNP_A-8551967	19	54265512	-0.758
CN_800847	19	54270347	-0.5236
CN_800848	19	54282102	-0.2605
SNP_A-8716204	19	54282167	-0.4496
CN_800849	19	54282385	0.1661
SNP_A-8527346	19	54289334	-0.4622
CN_800850	19	54290948	0.6879
SNP_A-1864358	19	54292086	-0.5976
CN_800851	19	54292300	0.2313
SNP_A-8527350	19	54293995	-0.1085
CN_800855	19	54301386	0.7302
CN_800856	19	54303304	-0.7799
CN_800857	19	54303457	-0.2373
SNP_A-1871847	19	54303818	-0.7866
CN_800859	19	54306200	0.1139
SNP_A-1937724	19	54306752	-1.4904
CN_800860	19	54306923	0.0359
SNP_A-4295459	19	54308181	-0.0305
SNP_A-8633132	19	54316973	0.2354
SNP_A-4298205	19	54317599	-0.6935
SNP_A-8587621	19	54317737	-0.4805
CN_800862	19	54320321	0.254
SNP_A-8521630	19	54320705	-0.2095
CN_800864	19	54326087	0
SNP_A-8295895	19	54326343	-0.4747
SNP_A-8325694	19	54330126	0.2134
SNP_A-1791559	19	54336316	-0.3536
SNP_A-4255525	19	54338128	-0.7606
SNP_A-8637054	19	54338192	-0.8646
SNP_A-2312164	19	54339958	-0.4888
CN_800865	19	54340282	-0.1699
SNP_A-2225929	19	54340652	0.1072
CN_800866	19	54340822	-0.343
CN_800867	19	54340848	-0.2784
SNP_A-8520192	19	54341339	-0.1865
SNP_A-8714622	19	54341426	-0.1558
CN_800868	19	54342067	-0.5631
CN_800869	19	54342564	-0.1825
CN_170290	19	54347667	-0.611
SNP_A-8374891	19	54351722	-0.4747
CN_800870	19	54360940	-0.2605
SNP_A-8398257	19	54361367	0.4175
CN_800871	19	54362196	-0.2298
SNP_A-8430421	19	54362228	-0.7162
CN_800873	19	54378691	0.0328
CN_800874	19	54379018	-0.2298
CN_800875	19	54380571	-0.3121
CN_800876	19	54382866	-0.1865
CN_170298	19	54383436	-0.1365
CN_800877	19	54384137	-0.4081
CN_800878	19	54386906	-0.8675
CN_800879	19	54389714	0.29
SNP_A-8349752	19	54390169	-0.6167
CN_800880	19	54390316	-0.9524
CN_800881	19	54390727	-0.6167
SNP_A-2288951	19	54390781	-0.3407
CN_170300	19	54397776	-0.4532
CN_800883	19	54401167	-1.4622
CN_800884	19	54403460	-0.3012
CN_800885	19	54404554	-0.4305
CN_800886	19	54405478	-1.0541
CN_800887	19	54406741	0.4199
CN_800889	19	54410249	0.0458
CN_800890	19	54410693	0.0239
CN_800891	19	54411558	-1.3309
CN_800892	19	54413443	-1.0679
CN_800893	19	54426120	-0.0305
SNP_A-8695280	19	54426209	0.0435
CN_800894	19	54426378	-0.4166
CN_800895	19	54426455	-0.4305
CN_800896	19	54434666	-0.161
CN_800897	19	54437283	-1.0471
CN_800898	19	54438585	-0.4805
CN_800899	19	54439020	-0.5742
SNP_A-2284411	19	54439042	-0.2116
SNP_A-1844308	19	54441331	-0.4111
CN_800900	19	54446927	-0.3121
SNP_A-8334387	19	54452375	-0.1825
CN_800901	19	54452935	0.1926
CN_800902	19	54453295	-0.4496
CN_800903	19	54454023	-0.2298
CN_170314	19	54467867	-1.071
CN_800904	19	54470018	-0.6332
SNP_A-8563000	19	54470034	-1.071
SNP_A-8321216	19	54470776	-0.6704
CN_800906	19	54476063	-0.6016
CN_800907	19	54476886	-0.611
SNP_A-2212655	19	54476903	-0.8455
CN_800909	19	54478745	-2.0261
SNP_A-1855379	19	54478884	-0.32
SNP_A-8681034	19	54481677	-0.6704
CN_800910	19	54481858	-1.6704
CN_800911	19	54482557	-0.1336
SNP_A-8295918	19	54483996	-0.3121
CN_170319	19	54489763	-0.2016
CN_800913	19	54497420	-0.191
SNP_A-8334389	19	54499599	-0.0261
CN_768106	19	54505682	0.2034
SNP_A-1805122	19	54506200	0.0894
SNP_A-8449993	19	54506249	-0.4111
SNP_A-2099135	19	54506378	-0.3576
CN_768107	19	54506683	-0.1085
CN_768108	19	54507512	-0.0326
CN_768109	19	54508081	-0.8261
SNP_A-4294773	19	54515214	0.3065
CN_170324	19	54518264	0.1139
CN_768110	19	54518624	-0.2736
SNP_A-2211585	19	54519193	0.017
SNP_A-8296058	19	54520318	0.1683
SNP_A-8615623	19	54520336	0.0979
SNP_A-2237151	19	54522316	0.2034
SNP_A-8314321	19	54522790	-0.32
CN_768111	19	54523224	0.0614
SNP_A-8357646	19	54528567	-0.1451
CN_768112	19	54531275	0.2313
CN_768113	19	54531388	0.5589
SNP_A-2162637	19	54531411	0.6185
SNP_A-8544250	19	54531460	0.3695
SNP_A-1818555	19	54535268	-0.4778
CN_768114	19	54535358	-0.5236
CN_768115	19	54535837	-0.424
SNP_A-8587194	19	54537051	-0.3309
CN_768116	19	54539521	0.3189
SNP_A-8653798	19	54541067	-0.1516
CN_768117	19	54541773	-1.6756
CN_768118	19	54542342	-0.1516
CN_768119	19	54544198	-0.1312
SNP_A-2277027	19	54544545	-0.4532
CN_768120	19	54544660	0.0614
SNP_A-1904851	19	54548988	-0.3716
CN_768121	19	54549012	-0.3407
SNP_A-8479799	19	54549255	-1.1934
SNP_A-8699039	19	54549343	-0.161
SNP_A-1825573	19	54550305	-0.3171
CN_768122	19	54553078	-0.6611
CN_768123	19	54553746	-0.568
SNP_A-1841334	19	54556007	0.0614
CN_768124	19	54556056	0.3862
SNP_A-1938983	19	54556396	-0.6456
CN_768125	19	54556551	0.0894
SNP_A-1885184	19	54558506	-0.4564
SNP_A-4277176	19	54563023	0.0865
SNP_A-8374232	19	54569678	-0.0854
SNP_A-2093853	19	54569778	0.6515
SNP_A-4274067	19	54570125	-0.7646
SNP_A-8596147	19	54573045	0.0614
SNP_A-8315759	19	54575995	-0.6231
CN_768126	19	54577735	-0.1085
CN_768127	19	54578604	-0.2016
CN_768128	19	54580175	-0.2398
CN_768130	19	54584045	-1.224
CN_768132	19	54586286	-0.191
CN_768133	19	54587848	0.5436
SNP_A-4268936	19	54588992	-0.9498
SNP_A-8527375	19	54592138	0.0759
CN_768134	19	54592239	-0.2154
SNP_A-8621820	19	54593944	-0.3495
SNP_A-8573080	19	54594873	0.7216
CN_768135	19	54601832	-0.487
CN_768136	19	54604219	-0.8955
CN_768137	19	54604859	-0.2341
SNP_A-8569285	19	54605014	-0.0444
CN_768138	19	54606052	-1.246
SNP_A-8432239	19	54606995	0.0025
CN_768139	19	54609390	-0.6811
SNP_A-1940828	19	54609719	-0.0761
CN_768140	19	54609802	-0.568
CN_768142	19	54611724	-0.6935
SNP_A-2312919	19	54611839	-1.3536
CN_768143	19	54612415	-0.0444
CN_768144	19	54613796	0.0614
CN_768145	19	54613937	0.6515
SNP_A-8560025	19	54618453	-0.0326
CN_768147	19	54626926	-0.5631
SNP_A-1961726	19	54626951	-0.3407
SNP_A-8607573	19	54627130	-0.568
CN_768148	19	54627986	0.29
CN_768149	19	54628359	-0.3815
CN_768150	19	54628964	-0.9641
SNP_A-8334391	19	54629158	-0.8861
SNP_A-8687084	19	54631479	-0.4305
CN_768151	19	54639945	0.5727
CN_768152	19	54640235	0.2838
CN_768153	19	54640707	-0.1276
CN_768154	19	54641337	-0.0679
CN_768155	19	54645888	-0.9221
SNP_A-8435048	19	54646481	0
CN_768156	19	54646695	-0.0381
SNP_A-4275711	19	54647402	0.6629
SNP_A-4292561	19	54647715	-1.083
CN_768157	19	54648571	0.0841
CN_768158	19	54651376	-0.1365
SNP_A-4198657	19	54651505	0.3509
SNP_A-4301584	19	54651887	-0.6858
CN_768159	19	54652194	0.242
